1	"[[2][1]] [2|(100.0, 100.0)(100.0, 100.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.052255120046562534	0.08697809869354381	0.01020408163265306	0.6527173355510271	-13.619176961931602
2	"[[1][2]] [2|(100.0, 140.0)(100.0, 100.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.052228811527028254	0.08689939666869674	0.014285714285714285	0.6521217512540124	-13.444006123857859
3	"[[1][2]] [2|(100.0, 100.0)(100.0, 100.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05224521947367587	0.08688902910373959	0.01020408163265306	0.6521077228050349	-13.537282879460415
4	"[[1][2]] [2|(100.0, 100.0)(100.0, 140.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05224647983220206	0.08700658404970293	0.014285714285714285	0.6528740199073096	-13.625048235633107
5	"[[1][2]] [2|(100.0, 140.0)(100.0, 140.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.052215466829217516	0.08697960858366455	0.018367346938775512	0.652598572311385	-13.516993679009222
6	"[[1][2]] [2|(100.0, 100.0)(100.0, 140.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05222120345686374	0.08702783751489848	0.014285714285714285	0.652929880255142	-13.571096330525009
7	"[[1][2]] [2|(100.0, 100.0)(100.0, 140.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05221036326432045	0.08704699923486695	0.014285714285714285	0.6530189791700793	-13.697488777178716
8	"[[2][1]] [2|(100.0, 140.0)(100.0, 100.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05223665100184695	0.08693178603879131	0.014285714285714285	0.6523571748220217	-13.516031088211012
9	"[[2][1]] [2|(100.0, 140.0)(100.0, 140.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05223149523551883	0.08702718019932276	0.018367346938775512	0.652958983588178	-13.614575101774925
10	"[[2][1]] [2|(100.0, 100.0)(100.0, 100.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.052238049941639046	0.08720832961793036	0.01020408163265306	0.6541547829786687	-13.700120375532775
11	"[[2][1]] [2|(100.0, 100.0)(100.0, 140.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.052230547788602213	0.08694398165347561	0.014285714285714285	0.6524164633904231	-13.538081271570206
12	"[[2][1]] [2|(100.0, 100.0)(100.0, 100.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05223942660562099	0.0870375368825541	0.01020408163265306	0.6530518479760737	-13.569701161396196
13	"[[2][1]] [2|(100.0, 140.0)(100.0, 100.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05222198297103237	0.08690675914689257	0.014285714285714285	0.6521473508746505	-13.449151668519788
14	"[[1][2]] [2|(100.0, 100.0)(100.0, 100.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05221841727339022	0.08699732361284299	0.01020408163265306	0.6527229994244245	-13.551031482972883
15	"[[2][1]] [2|(100.0, 140.0)(100.0, 100.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05222216485392343	0.08697001940723606	0.014285714285714285	0.6525581118927016	-13.594346330285202
16	"[[2][1]] [2|(100.0, 100.0)(100.0, 100.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05220818647516009	0.08704476206107553	0.01020408163265306	0.6529974166138637	-13.641132589403401
17	"[[1][2]] [2|(100.0, 100.0)(100.0, 140.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05223541993557933	0.08686238756916376	0.014285714285714285	0.6519032130621818	-13.450457892772754
18	"[[2][1]] [2|(100.0, 100.0)(100.0, 100.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05226297118182271	0.08709886773023891	0.01020408163265306	0.6535258392758454	-13.6516658221353
19	"[[2][1]] [2|(100.0, 140.0)(100.0, 100.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05221093516792963	0.08703410753063344	0.014285714285714285	0.652937245097879	-13.500639570413714
20	"[[1][2]] [2|(100.0, 100.0)(100.0, 140.0)] [1|(100.0, 0.1, 100.0)] [1, 1]"	0.05221509334653977	0.08701991955056905	0.014285714285714285	0.652858732612633	-13.486021945984945
